Wall time,Step,Value
1526497557.0857182,42,5.863903999328613
1526497557.2341146,45,5.072062015533447
1526497558.484176,71,4.514657497406006
1526497559.5911243,94,4.80170202255249
1526497563.1493104,167,3.510531187057495
1526497566.2144258,229,3.0731682777404785
1526497566.463844,234,3.744147539138794
1526497567.5310984,255,3.3652255535125732
1526497568.4252565,273,3.253410577774048
1526497570.151568,308,3.461778163909912
1526497570.247791,310,3.1807751655578613
1526497570.6325397,318,2.715449094772339
1526497578.3056858,474,2.8085885047912598
1526497581.3416045,536,2.9367127418518066
1526497583.4372625,579,2.876509189605713
1526497583.7785928,586,2.4897854328155518
1526497586.154674,634,2.3168997764587402
1526497586.786406,647,2.9936459064483643
1526497590.067818,714,2.1912360191345215
1526497590.4495,722,2.462610960006714
1526497593.4997985,785,2.5984842777252197
1526497594.364334,802,2.268251657485962
1526497594.649802,808,1.8676161766052246
1526497596.0262492,836,2.1211345195770264
1526497602.61566,971,2.5345566272735596
1526497604.8743238,1014,2.283189058303833
1526497607.4505377,1066,1.8063018321990967
1526497609.3402011,1104,2.2451388835906982
1526497613.0558183,1180,2.2219886779785156
1526497617.0219653,1261,2.3082334995269775
1526497619.7084665,1316,1.8617302179336548
1526497619.8547773,1319,2.1080338954925537
1526497620.5479093,1333,2.4439139366149902
1526497620.7508688,1337,1.9385584592819214
1526497623.0979815,1385,2.1972010135650635
1526497623.441615,1392,2.1607649326324463
1526497625.6036334,1436,1.8291621208190918
1526497627.053351,1466,2.4953205585479736
1526497631.3965478,1552,1.7547173500061035
1526497632.9446518,1584,2.0333423614501953
1526497638.2820275,1691,1.4688526391983032
1526497640.3715155,1734,2.441805601119995
1526497640.518262,1737,1.589250922203064
1526497645.7719433,1844,1.902992844581604
1526497647.3668408,1877,1.8846769332885742
1526497649.3334692,1917,1.8004518747329712
1526497650.788081,1947,1.6243622303009033
1526497655.2604244,2036,1.7113779783248901
1526497658.16672,2096,1.4017126560211182
1526497662.6616652,2187,2.0706076622009277
1526497663.2483919,2199,1.6143646240234375
1526497664.8537562,2231,1.6204278469085693
1526497666.3992357,2262,1.7316774129867554
1526497668.6487474,2307,1.522394061088562
1526497672.7026067,2389,1.3358536958694458
1526497675.066614,2436,1.2011218070983887
1526497675.8999627,2453,1.4949496984481812
1526497675.9951398,2455,1.2667443752288818
1526497676.243825,2460,1.7243045568466187
1526497677.481499,2485,1.5396711826324463
